"source" "amenities" "bathrooms" "bedrooms" "has_photo" "pets_allowed" "price" "square_feet" "latitude" "longitude" "amenities2" "has_photo2" "pets_allowed2" "price_category" "source2"
"RentDigs.com" 10 1.5 2 "Yes" "None" 1555 1000 41.7066 -72.5646 "Comfort" 2 0 "Medium" 9
"RentDigs.com" 3 1 3 "Thumbnail" "None" 920 1050 37.0575 -76.4614 "Basic" 1 0 "Low" 9
"RentDigs.com" 8 2 2 "Thumbnail" "Cats,Dogs" 1515 1000 41.7824 -87.7753 "Comfort" 1 2 "Medium" 9
"RentDigs.com" 4 1 1 "Thumbnail" "None" 2564 774 34.1474 -118.1391 "Basic" 1 0 "High" 9
"RentDigs.com" 2 1 1 "Yes" "None" 1475 465 33.761 -118.1284 "Basic" 2 0 "Medium" 9
"RentDigs.com" 4 1 2 "Yes" "None" 1183 875 41.3498 -72.1062 "Basic" 2 0 "Medium" 9
"RentDigs.com" 6 2 2 "Thumbnail" "Cats,Dogs" 1640 908 47.7921 -122.3045 "Comfort" 1 2 "Medium" 9
"RentDigs.com" 12 2 2 "Thumbnail" "None" 1295 1275 32.9661 -96.7988 "Luxury" 1 0 "Medium" 9
"RentDigs.com" 3 2 2 "Yes" "None" 1457 1000 34.0299 -84.2425 "Basic" 2 0 "Medium" 9
"RentDigs.com" 3 1 2 "Yes" "Cats,Dogs" 1500 490 47.6869 -122.1896 "Basic" 2 2 "Medium" 9
"RentDigs.com" 1 1 1 "No" "None" 584 550 40.7228 -84.0782 "Basic" 0 0 "Low" 9
"RentDigs.com" 2 1 1 "Thumbnail" "None" 1150 885 27.0533 -82.1205 "Basic" 1 0 "Medium" 9
"RentDigs.com" 4 1 1 "Thumbnail" "None" 1228 761 28.5401 -81.7602 "Basic" 1 0 "Medium" 9
"RentDigs.com" 1 1 1 "Thumbnail" "Cats,Dogs" 645 430 41.0902 -81.5376 "Basic" 1 2 "Low" 9
"RentDigs.com" 1 1 2 "Thumbnail" "None" 635 860 33.4632 -94.0736 "Basic" 1 0 "Low" 9
"RentDigs.com" 7 1 1 "Yes" "None" 1425 724 39.9918 -74.8073 "Comfort" 2 0 "Medium" 9
"RentDigs.com" 1 1 2 "Thumbnail" "Cats,Dogs" 700 325 41.1873 -73.1811 "Basic" 1 2 "Low" 9
"RentDigs.com" 10 2 2 "Yes" "None" 919 1075 35.9907 -78.9074 "Comfort" 2 0 "Low" 9
"RentDigs.com" 5 1 1 "Yes" "None" 1700 600 40.722 -74.0644 "Basic" 2 0 "High" 9
"RentDigs.com" 5 2 2 "Thumbnail" "None" 910 1007 36.0652 -80.3179 "Basic" 1 0 "Low" 9
"RentDigs.com" 6 1 1 "No" "None" 899 714 38.7918 -104.8265 "Comfort" 0 0 "Low" 9
"RentDigs.com" 6 1 1 "Thumbnail" "None" 1935 665 34.1236 -118.2878 "Comfort" 1 0 "High" 9
"RentDigs.com" 15 1 1 "Thumbnail" "Cats,Dogs" 991 519 33.8614 -84.5382 "Luxury" 1 2 "Medium" 9
"RentDigs.com" 5 2 2 "Yes" "None" 2675 1054 47.6124 -122.1427 "Basic" 2 0 "High" 9
"RentDigs.com" 1 1 1 "Thumbnail" "None" 1400 784 39.1535 -84.4264 "Basic" 1 0 "Medium" 9
"RentDigs.com" 11 1.5 2 "Yes" "Cats,Dogs" 1440 927 39.1627 -76.6354 "Comfort" 2 2 "Medium" 9
"RentDigs.com" 13 2 2 "Yes" "Cats,Dogs" 1835 1077 39.0747 -76.7017 "Luxury" 2 2 "High" 9
"RentDigs.com" 9 1 2 "Yes" "Cats,Dogs" 1215 743 39.9071 -75.0838 "Comfort" 2 2 "Medium" 9
"RentDigs.com" 3 1 1 "Thumbnail" "Cats,Dogs" 1460 600 33.9883 -118.0875 "Basic" 1 2 "Medium" 9
"RentDigs.com" 5 1 1 "Thumbnail" "Cats,Dogs" 1625 470 34.0628 -118.2754 "Basic" 1 2 "Medium" 9
"RentDigs.com" 3 2 2 "Thumbnail" "None" 1325 1016 36.0993 -115.2838 "Basic" 1 0 "Medium" 9
"RentDigs.com" 3 1 1 "Thumbnail" "None" 1815 744 40.9151 -74.6004 "Basic" 1 0 "High" 9
"RentDigs.com" 1 1 1 "Thumbnail" "None" 1150 560 47.8056 -122.3716 "Basic" 1 0 "Medium" 9
"RentDigs.com" 7 1 1 "Yes" "None" 1895 750 34.1474 -118.1391 "Comfort" 2 0 "High" 9
"RentDigs.com" 2 1 1 "Yes" "Cats,Dogs" 1225 750 41.7773 -72.5249 "Basic" 2 2 "Medium" 9
"RentDigs.com" 6 1 1 "Thumbnail" "Cats,Dogs" 1640 420 34.0628 -118.2754 "Comfort" 1 2 "Medium" 9
"RentDigs.com" 3 1 1 "Thumbnail" "None" 1670 406 34.1176 -118.3327 "Basic" 1 0 "Medium" 9
"RentDigs.com" 7 1 1 "Yes" "None" 815 715 34.0007 -84.4665 "Comfort" 2 0 "Low" 9
"RentDigs.com" 7 1 1 "Thumbnail" "None" 1420 830 36.7434 -76.2257 "Comfort" 1 0 "Medium" 9
"RentDigs.com" 10 2 2 "Thumbnail" "Cats,Dogs" 1111 1080 32.8255 -97.1039 "Comfort" 1 2 "Medium" 9
"RentDigs.com" 3 1 1 "Thumbnail" "Cats,Dogs" 1205 765 40.8511 -74.7078 "Basic" 1 2 "Medium" 9
"RentDigs.com" 1 1 1 "Yes" "None" 1375 1019 39.7475 -75.0223 "Basic" 2 0 "Medium" 9
"RentDigs.com" 5 1 1 "Yes" "None" 594 535 35.2441 -97.4144 "Basic" 2 0 "Low" 9
"RentDigs.com" 5 2 2 "Thumbnail" "None" 1453 993 34.1222 -84.2975 "Basic" 1 0 "Medium" 9
"RentDigs.com" 2 1 1 "Yes" "None" 1570 785 39.2081 -76.661 "Basic" 2 0 "Medium" 9
"RentDigs.com" 4 1 1 "Thumbnail" "Cats,Dogs" 2055 745 40.7925 -74.0215 "Basic" 1 2 "High" 9
"RentDigs.com" 5 2 2 "Yes" "None" 1764 1082 39.9478 -74.9117 "Basic" 2 0 "High" 9
"RentDigs.com" 2 1 1 "Yes" "None" 1200 600 39.1268 -76.5127 "Basic" 2 0 "Medium" 9
"RentDigs.com" 8 1 1 "Yes" "None" 1455 700 41.7066 -72.5646 "Comfort" 2 0 "Medium" 9
"RentDigs.com" 3 1 1 "Yes" "None" 1170 600 43.2523 -70.8736 "Basic" 2 0 "Medium" 9
"RentDigs.com" 5 1 1 "Thumbnail" "None" 1155 648 32.9455 -96.7962 "Basic" 1 0 "Medium" 9
"RentDigs.com" 1 1 1 "Thumbnail" "None" 1172 735 34.2088 -84.1351 "Basic" 1 0 "Medium" 9
"RentDigs.com" 3 1 2 "Thumbnail" "None" 1049 865 36.888 -76.1455 "Basic" 1 0 "Medium" 9
"RentDigs.com" 3 2 2 "Yes" "None" 1672 1084 32.9314 -97.0956 "Basic" 2 0 "Medium" 9
"RentDigs.com" 5 1 1 "Yes" "None" 1115 820 39.4915 -76.6609 "Basic" 2 0 "Medium" 9
"RentDigs.com" 4 1 1 "Yes" "None" 1150 675 40.3346 -74.5794 "Basic" 2 0 "Medium" 9
"RentDigs.com" 8 1 1 "Thumbnail" "Cats,Dogs" 864 745 32.8239 -96.681 "Comfort" 1 2 "Low" 9
"RentDigs.com" 7 1 1 "Thumbnail" "Cats,Dogs" 1483 797 28.4991 -81.5295 "Comfort" 1 2 "Medium" 9
"RentDigs.com" 4 1 1 "Thumbnail" "None" 1400 818 35.8455 -78.3386 "Basic" 1 0 "Medium" 9
"RentDigs.com" 4 1.5 2 "Thumbnail" "None" 1178 968 39.4291 -76.3027 "Basic" 1 0 "Medium" 9
"RentDigs.com" 14 2 2 "Thumbnail" "Cats,Dogs" 1800 1076 34.0648 -84.0849 "Luxury" 1 2 "High" 9
"RentDigs.com" 3 1 1 "Yes" "None" 940 797 35.6217 -97.4702 "Basic" 2 0 "Low" 9
"RentDigs.com" 3 2 2 "Yes" "None" 2542 1022 33.7606 -118.0806 "Basic" 2 0 "High" 9
"RentDigs.com" 2 1 1 "Yes" "Cats" 925 400 43.0758 -70.9427 "Basic" 2 1 "Low" 9
"RentDigs.com" 4 1 1 "Thumbnail" "None" 675 650 32.6857 -96.6013 "Basic" 1 0 "Low" 9
"RentDigs.com" 6 1 1 "Thumbnail" "None" 1247 809 47.3045 -122.3726 "Comfort" 1 0 "Medium" 9
"RentDigs.com" 1 1 1 "Thumbnail" "Cats,Dogs" 785 477 32.9012 -96.7916 "Basic" 1 2 "Low" 9
"RentDigs.com" 4 1 1 "Thumbnail" "Cats,Dogs" 899 400 37.1451 -76.5397 "Basic" 1 2 "Low" 9
"RentDigs.com" 4 2 2 "Thumbnail" "None" 1564 1295 32.9158 -96.8961 "Basic" 1 0 "Medium" 9
"RentDigs.com" 4 1 1 "Thumbnail" "None" 1109 778 36.0993 -115.2838 "Basic" 1 0 "Medium" 9
"RentDigs.com" 4 1 1 "Thumbnail" "None" 915 768 32.9455 -96.7962 "Basic" 1 0 "Low" 9
"RentDigs.com" 7 2 2 "Thumbnail" "Cats,Dogs" 1628 1062 28.4991 -81.5295 "Comfort" 1 2 "Medium" 9
"RentDigs.com" 4 2 2 "Yes" "None" 1992 1063 47.8616 -122.2729 "Basic" 2 0 "High" 9
"RentDigs.com" 2 1 1 "Thumbnail" "Cats,Dogs" 1130 720 39.3905 -119.8071 "Basic" 1 2 "Medium" 9
"RentDigs.com" 3 1 1 "Thumbnail" "Cats,Dogs" 1795 810 40.2897 -74.0189 "Basic" 1 2 "High" 9
"RentDigs.com" 4 1 1 "Thumbnail" "None" 2488 748 40.722 -74.0644 "Basic" 1 0 "High" 9
"RentDigs.com" 1 1 1 "Thumbnail" "None" 1113 769 28.1041 -82.6789 "Basic" 1 0 "Medium" 9
"RentDigs.com" 5 1 1 "Thumbnail" "None" 1169 823 36.0993 -115.2838 "Basic" 1 0 "Medium" 9
"RentDigs.com" 4 1 1 "Thumbnail" "None" 887 788 32.9954 -96.7849 "Basic" 1 0 "Low" 9
"RentDigs.com" 5 1 1 "Yes" "None" 1175 1002 39.2735 -76.8674 "Basic" 2 0 "Medium" 9
"RentDigs.com" 8 1 1 "Thumbnail" "None" 1632 770 39.1649 -76.7156 "Comfort" 1 0 "Medium" 9
"RentDigs.com" 3 1 1 "Yes" "Cats,Dogs" 1363 852 39.4276 -76.7727 "Basic" 2 2 "Medium" 9
"RentDigs.com" 1 2 2 "Yes" "None" 1050 1024 39.0804 -108.5423 "Basic" 2 0 "Medium" 9
"RentDigs.com" 3 2 2 "Yes" "None" 1935 1089 41.7566 -72.689 "Basic" 2 0 "High" 9
"RentDigs.com" 4 1 1 "Yes" "Cats,Dogs" 1792 739 47.5311 -122.0679 "Basic" 2 2 "High" 9
"RentDigs.com" 8 1 1 "Yes" "None" 1700 739 42.9442 -71.5194 "Comfort" 2 0 "High" 9
"RentDigs.com" 7 2 2 "Yes" "Cats,Dogs" 1275 1065 38.8862 -104.7389 "Comfort" 2 2 "Medium" 9
"RentDigs.com" 7 2 2 "No" "Cats,Dogs" 1275 1065 38.8862 -104.7389 "Comfort" 0 2 "Medium" 9
"RentDigs.com" 1 1 1 "Thumbnail" "None" 1065 700 39.7025 -104.9311 "Basic" 1 0 "Medium" 9
"RentDigs.com" 4 2 2 "Yes" "None" 1445 1004 40.0844 -74.2071 "Basic" 2 0 "Medium" 9
"RentDigs.com" 12 1 1 "Thumbnail" "Cats,Dogs" 1245 780 39.0614 -76.8511 "Luxury" 1 2 "Medium" 9
"RentDigs.com" 5 1 2 "Thumbnail" "None" 765 430 41.3498 -72.1062 "Basic" 1 0 "Low" 9
"RentDigs.com" 3 2 2 "Thumbnail" "None" 1039 961 35.6775 -78.7763 "Basic" 1 0 "Medium" 9
"RentDigs.com" 6 1 3 "Thumbnail" "None" 1559 595 39.0873 -77.1745 "Comfort" 1 0 "Medium" 9
"RentDigs.com" 1 1 1 "Thumbnail" "None" 779 713 36.1193 -78.6893 "Basic" 1 0 "Low" 9
"RentDigs.com" 9 2 2 "Yes" "Cats,Dogs" 1170 1006 35.6714 -79.1694 "Comfort" 2 2 "Medium" 9
"RentDigs.com" 14 1 1 "Thumbnail" "Cats,Dogs" 1645 825 34.0648 -84.0849 "Luxury" 1 2 "Medium" 9
"RentDigs.com" 2 1 2 "Yes" "None" 995 937 40.4261 -79.7631 "Basic" 2 0 "Medium" 9
"RentDigs.com" 8 1 1 "Thumbnail" "Cats,Dogs" 499 400 32.3841 -93.6685 "Comfort" 1 2 "Low" 9
"RentDigs.com" 1 1 3 "No" "None" 1995 721 47.6302 -122.0537 "Basic" 0 0 "High" 9
"RentDigs.com" 13 1 1 "Thumbnail" "Cats,Dogs" 1440 721 47.4608 -122.2095 "Luxury" 1 2 "Medium" 9
"RentDigs.com" 6 1 1 "Yes" "Cats,Dogs" 1319 790 33.8144 -84.2804 "Comfort" 2 2 "Medium" 9
"RentDigs.com" 1 1 1 "Yes" "None" 1421 650 47.3866 -122.2109 "Basic" 2 0 "Medium" 9
"RentDigs.com" 14 1 1 "Yes" "Cats,Dogs" 1580 922 34.0648 -84.0849 "Luxury" 2 2 "Medium" 9
"RentDigs.com" 3 1 1 "Yes" "Cats,Dogs" 988 630 40.3942 -79.9046 "Basic" 2 2 "Medium" 9
"RentDigs.com" 3 1 1 "Thumbnail" "None" 1280 790 39.1008 -76.8827 "Basic" 1 0 "Medium" 9
"RentDigs.com" 4 2 2 "Thumbnail" "Cats,Dogs" 1025 1094 40.297 -79.9152 "Basic" 1 2 "Medium" 9
"RentDigs.com" 11 2 2 "Thumbnail" "Cats,Dogs" 979 1028 35.823 -78.6438 "Comfort" 1 2 "Medium" 9
"RentDigs.com" 4 2 2 "Thumbnail" "None" 1975 1029 47.8441 -122.1991 "Basic" 1 0 "High" 9
"RentDigs.com" 4 1.5 2 "Yes" "Cats,Dogs" 1217 1095 32.7192 -97.1513 "Basic" 2 2 "Medium" 9
"RentDigs.com" 3 1 2 "Yes" "Cats,Dogs" 1725 405 33.7606 -118.0806 "Basic" 2 2 "High" 9
"RentDigs.com" 4 1 1 "Thumbnail" "None" 985 722 39.3446 -84.3143 "Basic" 1 0 "Medium" 9
"RentDigs.com" 4 2 2 "Yes" "Cats,Dogs" 1690 1030 35.4751 -97.5035 "Basic" 2 2 "Medium" 9
"RentDigs.com" 6 2 2 "Thumbnail" "Cats,Dogs" 1225 1096 47.4608 -122.2095 "Comfort" 1 2 "Medium" 9
"RentDigs.com" 4 1 1 "Thumbnail" "Cats,Dogs" 1068 781 36.0346 -78.869 "Basic" 1 2 "Medium" 9
"RentDigs.com" 6 1 1 "Yes" "Cats,Dogs" 2349 680 34.1474 -118.1391 "Comfort" 2 2 "High" 9
"RentDigs.com" 7 1 2 "Thumbnail" "None" 1537 489 33.9883 -118.0875 "Comfort" 1 0 "Medium" 9
"RentDigs.com" 11 2 3 "Thumbnail" "None" 2150 1097 47.5892 -122.0343 "Comfort" 1 0 "High" 9
"RentDigs.com" 9 1 1 "Thumbnail" "Cats,Dogs" 1325 680 47.8409 -122.3346 "Comfort" 1 2 "Medium" 9
"RentDigs.com" 6 1.5 2 "Thumbnail" "Cats,Dogs" 933 1030 35.6217 -97.4702 "Comfort" 1 2 "Low" 9
"RentDigs.com" 6 1 1 "Yes" "Cats,Dogs" 1686 741 47.5311 -122.0679 "Comfort" 2 2 "Medium" 9
"RentDigs.com" 1 2 2 "Thumbnail" "None" 945 773 32.6692 -96.8751 "Basic" 1 0 "Low" 9
"RentDigs.com" 2 1 1 "No" "None" 2450 700 33.9908 -118.4592 "Basic" 0 0 "High" 9
"RentDigs.com" 3 1 2 "Thumbnail" "Cats,Dogs" 535 442 32.275 -95.3017 "Basic" 1 2 "Low" 9
"RentDigs.com" 1 1 2 "Yes" "None" 1695 750 33.818 -118.2233 "Basic" 2 0 "Medium" 9
"RentDigs.com" 10 1 1 "Thumbnail" "Cats,Dogs" 760 716 32.8255 -97.1039 "Comfort" 1 2 "Low" 9
"RentDigs.com" 4 1 1 "Thumbnail" "Cats,Dogs" 1289 644 47.4608 -122.2095 "Basic" 1 2 "Medium" 9
"RentDigs.com" 4 1 1 "No" "Cats,Dogs" 1375 800 39.266 -76.8455 "Basic" 0 2 "Medium" 9
"RentDigs.com" 6 2 1 "Thumbnail" "Cats,Dogs" 1170 1012 35.7585 -78.7783 "Comfort" 1 2 "Medium" 9
"RentDigs.com" 2 1 1 "Yes" "Cats,Dogs" 702 570 32.8255 -97.1039 "Basic" 2 2 "Low" 9
"RentDigs.com" 2 1 1 "Yes" "None" 2349 585 33.7696 -118.1926 "Basic" 2 0 "High" 9
"RentDigs.com" 4 1 1 "Thumbnail" "None" 1360 800 32.5807 -97.138 "Basic" 1 0 "Medium" 9
"RentDigs.com" 3 1 1 "Yes" "None" 1395 783 33.9069 -118.0806 "Basic" 2 0 "Medium" 9
"RentDigs.com" 2 1 1 "Thumbnail" "None" 1099 468 42.9833 -71.4574 "Basic" 1 0 "Medium" 9
"RentDigs.com" 1 1 1 "Thumbnail" "None" 895 700 39.842 -75.0295 "Basic" 1 0 "Low" 9
"RentDigs.com" 1 1 1 "Thumbnail" "None" 910 1034 35.9998 -79.9305 "Basic" 1 0 "Low" 9
"RentDigs.com" 7 2 2 "Thumbnail" "Cats,Dogs" 1830 988 47.4608 -122.2095 "Comfort" 1 2 "High" 9
"RentDigs.com" 5 1 1 "Thumbnail" "Cats,Dogs" 1395 828 27.3071 -80.4554 "Basic" 1 2 "Medium" 9
"RentDigs.com" 4 1 1 "Yes" "None" 1045 724 35.3808 -81.3768 "Basic" 2 0 "Medium" 9
"RentDigs.com" 9 1 1 "Yes" "Cats,Dogs" 1060 571 39.9071 -75.0838 "Comfort" 2 2 "Medium" 9
"RentDigs.com" 7 2 3 "Yes" "Cats,Dogs" 1064 1309 35.4014 -80.5827 "Comfort" 2 2 "Medium" 9
"RentDigs.com" 1 1 1 "Thumbnail" "None" 1543 743 32.7809 -96.8035 "Basic" 1 0 "Medium" 9
"RentDigs.com" 1 2 2 "Thumbnail" "None" 1790 1036 39.2476 -84.3509 "Basic" 1 0 "High" 9
"RentDigs.com" 1 1 1 "Thumbnail" "None" 750 680 41.3426 -73.0732 "Basic" 1 0 "Low" 9
"RentDigs.com" 1 2 2 "Thumbnail" "Cats,Dogs" 1330 1036 28.0788 -82.7277 "Basic" 1 2 "Medium" 9
"RentDigs.com" 4 2 2 "Thumbnail" "None" 1320 1036 28.4544 -81.7641 "Basic" 1 0 "Medium" 9
"RentDigs.com" 2 1 1 "Thumbnail" "None" 1281 829 37.1223 -76.4484 "Basic" 1 0 "Medium" 9
"RentDigs.com" 6 1 1 "Thumbnail" "Cats,Dogs" 1416 534 40.6999 -74.3233 "Comfort" 1 2 "Medium" 9
"RentDigs.com" 3 1 1 "Thumbnail" "None" 1185 800 38.8391 -76.9175 "Basic" 1 0 "Medium" 9
"RentDigs.com" 7 1 3 "Yes" "Cats,Dogs" 2320 573 47.6156 -122.2109 "Comfort" 2 2 "High" 9
"RentDigs.com" 1 1 1 "Yes" "None" 1438 725 40.6277 -74.4334 "Basic" 2 0 "Medium" 9
"RentDigs.com" 9 1 1 "Yes" "Cats,Dogs" 1110 602 39.9071 -75.0838 "Comfort" 2 2 "Medium" 9
"RentDigs.com" 2 1 1 "Thumbnail" "None" 1175 681 38.954 -76.8968 "Basic" 1 0 "Medium" 9
"RentDigs.com" 4 1 1 "Thumbnail" "Cats,Dogs" 1305 602 39.905 -74.9965 "Basic" 1 2 "Medium" 9
"RentDigs.com" 7 1 1 "Thumbnail" "Cats,Dogs" 1240 725 42.9833 -71.4574 "Comfort" 1 2 "Medium" 9
"RentDigs.com" 3 1 1 "Thumbnail" "None" 2689 735 33.955 -118.3967 "Basic" 1 0 "High" 9
"RentDigs.com" 3 1 2 "Thumbnail" "None" 1270 725 40.1657 -105.1365 "Basic" 1 0 "Medium" 9
"RentDigs.com" 6 2 3 "Yes" "Cats,Dogs" 1165 1314 35.2441 -97.4144 "Comfort" 2 2 "Medium" 9
"RentDigs.com" 2 1 2 "Thumbnail" "Cats,Dogs" 1049 800 35.8079 -78.6466 "Basic" 1 2 "Medium" 9
"RentDigs.com" 7 1 2 "Thumbnail" "Cats,Dogs" 1270 830 42.9833 -71.4574 "Comfort" 1 2 "Medium" 9
"RentDigs.com" 4 2.5 2 "Thumbnail" "None" 2055 1316 39.6665 -105.0962 "Basic" 1 0 "High" 9
"RentDigs.com" 1 2 2 "Yes" "Cats" 1750 1100 40.8876 -74.0499 "Basic" 2 1 "High" 9
"RentDigs.com" 3 2.5 2 "Yes" "None" 1735 1040 47.8495 -122.2825 "Basic" 2 0 "High" 9
"RentDigs.com" 11 1 1 "Thumbnail" "Cats,Dogs" 1015 725 35.7876 -78.781 "Comfort" 1 2 "Medium" 9
"RentDigs.com" 11 1 2 "Thumbnail" "None" 1665 498 39.1649 -76.7156 "Comfort" 1 0 "Medium" 9
"RentDigs.com" 2 2 2 "Thumbnail" "Cats,Dogs" 781 830 32.275 -95.3017 "Basic" 1 2 "Low" 9
"RentDigs.com" 1 2 2 "Yes" "Cats,Dogs" 1010 1040 31.2859 -94.808 "Basic" 2 2 "Medium" 9
"RentDigs.com" 2 1 1 "Thumbnail" "None" 2375 1151 41.5073 -81.6046 "Basic" 1 0 "High" 9
"RentDigs.com" 4 1 2 "Yes" "None" 982 800 41.3498 -72.1062 "Basic" 2 0 "Medium" 9
"RentDigs.com" 5 2 2 "Yes" "None" 2095 1060 40.6623 -74.2087 "Basic" 2 0 "High" 9
"RentDigs.com" 2 1 1 "Thumbnail" "Cats,Dogs" 865 725 32.878 -96.7511 "Basic" 1 2 "Low" 9
"RentDigs.com" 2 2 2 "Thumbnail" "Cats,Dogs" 785 1040 41.705 -83.6059 "Basic" 1 2 "Low" 9
"RentDigs.com" 10 1 1 "Thumbnail" "Cats,Dogs" 1130 683 38.8168 -76.9368 "Comfort" 1 2 "Medium" 9
"RentDigs.com" 2 1 1 "Thumbnail" "None" 684 575 41.473 -81.5781 "Basic" 1 0 "Low" 9
"RentDigs.com" 4 1 2 "Thumbnail" "Cats,Dogs" 982 750 41.3498 -72.1062 "Basic" 1 2 "Medium" 9
"RentDigs.com" 3 1 1 "Thumbnail" "None" 620 575 32.4764 -93.8774 "Basic" 1 0 "Low" 9
"RentDigs.com" 3 1 2 "Thumbnail" "None" 825 1000 36.0249 -78.4646 "Basic" 1 0 "Low" 9
"RentDigs.com" 3 2 3 "Thumbnail" "None" 916 1256 36.1496 -80.3226 "Basic" 1 0 "Low" 9
"RentDigs.com" 4 1 1 "Thumbnail" "None" 725 725 32.7693 -96.6848 "Basic" 1 0 "Low" 9
"RentDigs.com" 1 1 1 "Thumbnail" "None" 950 750 41.7566 -72.689 "Basic" 1 0 "Medium" 9
"RentDigs.com" 3 1 1 "Thumbnail" "Cats,Dogs" 2098 868 42.1666 -70.9511 "Basic" 1 2 "High" 9
"RentDigs.com" 4 2 3 "Thumbnail" "Cats,Dogs" 1425 1477 36.1519 -79.8168 "Basic" 1 2 "Medium" 9
"RentDigs.com" 3 2 2 "Thumbnail" "None" 1410 1043 36.0174 -115.2519 "Basic" 1 0 "Medium" 9
"RentDigs.com" 2 2 2 "Thumbnail" "None" 1275 1100 41.5506 -72.0272 "Basic" 1 0 "Medium" 9
"RentDigs.com" 3 1 1 "Yes" "None" 1435 778 39.0829 -77.0612 "Basic" 2 0 "Medium" 9
"RentDigs.com" 3 1 1 "Yes" "None" 2355 798 40.3663 -74.6688 "Basic" 2 0 "High" 9
"RentDigs.com" 3 1 1 "Thumbnail" "Cats,Dogs" 719 450 32.878 -96.7511 "Basic" 1 2 "Low" 9
"RentDigs.com" 5 1 1 "Thumbnail" "Cats,Dogs" 730 576 37.1451 -76.5397 "Basic" 1 2 "Low" 9
"RentDigs.com" 1 1 2 "Thumbnail" "None" 875 800 28.459 -82.1971 "Basic" 1 0 "Low" 9
"RentDigs.com" 1 1 1 "No" "None" 2235 727 34.1428 -117.9996 "Basic" 0 0 "High" 9
"RentDigs.com" 10 2 2 "Yes" "None" 1336 1045 40.5059 -80.1869 "Comfort" 2 0 "Medium" 9
"RentDigs.com" 15 1 1 "Thumbnail" "Cats,Dogs" 969 833 35.823 -78.6438 "Luxury" 1 2 "Medium" 9
"RentDigs.com" 6 1 1 "Thumbnail" "None" 884 750 32.8524 -97.0886 "Comfort" 1 0 "Low" 9
"RentDigs.com" 4 2 2 "Thumbnail" "Cats,Dogs" 1788 950 47.7179 -122.2059 "Basic" 1 2 "High" 9
"RentDigs.com" 1 1 1 "Yes" "None" 1326 500 47.3907 -122.2626 "Basic" 2 0 "Medium" 9
"RentDigs.com" 7 1 1 "No" "None" 1050 685 38.9148 -104.7713 "Comfort" 0 0 "Medium" 9
"RentDigs.com" 7 1 1 "Yes" "None" 1050 685 38.9148 -104.7713 "Comfort" 2 0 "Medium" 9
"RentDigs.com" 3 1 1 "Yes" "None" 1868 300 34.1428 -117.9996 "Basic" 2 0 "High" 9
"RentDigs.com" 3 1 1 "Thumbnail" "Cats,Dogs" 1279 500 47.3907 -122.2626 "Basic" 1 2 "Medium" 9
"RentDigs.com" 5 1 1 "Thumbnail" "Cats,Dogs" 2050 780 47.6156 -122.2109 "Basic" 1 2 "High" 9
"RentDigs.com" 3 1 1 "Yes" "None" 1652 780 47.8616 -122.2729 "Basic" 2 0 "Medium" 9
"RentDigs.com" 4 2 2 "Thumbnail" "Cats,Dogs" 2320 1090 39.7673 -105.0151 "Basic" 1 2 "High" 9
"RentDigs.com" 2 1 2 "Yes" "None" 2100 900 40.722 -74.0644 "Basic" 2 0 "High" 9
"RentDigs.com" 14 1.5 1.5 "Thumbnail" "None" 750 400 36.193 -115.2946 "Luxury" 1 0 "Low" 9
"RentDigs.com" 13 1 2 "Thumbnail" "Cats,Dogs" 1740 854 40.3346 -74.5794 "Luxury" 1 2 "High" 9
"RentDigs.com" 1 1 2 "Thumbnail" "Cats" 1245 835 38.8516 -76.8871 "Basic" 1 1 "Medium" 9
"RentDigs.com" 5 1 1 "Yes" "None" 779 750 34.025 -84.3128 "Basic" 2 0 "Low" 9
"RentDigs.com" 2 1 2 "No" "Cats,Dogs" 1195 920 40.5422 -105.1137 "Basic" 0 2 "Medium" 9
"RentDigs.com" 2 1 2 "Yes" "None" 1495 650 33.7834 -118.1506 "Basic" 2 0 "Medium" 9
"RentDigs.com" 4 1 2 "Yes" "Cats,Dogs" 1490 978 39.905 -74.9965 "Basic" 2 2 "Medium" 9
"RentDigs.com" 7 1 1 "Yes" "None" 1320 836 39.4276 -76.7727 "Comfort" 2 0 "Medium" 9
"RentDigs.com" 3 1 1 "Thumbnail" "Cats,Dogs" 750 750 40.5007 -80.0667 "Basic" 1 2 "Low" 9
"RentDigs.com" 7 2 2 "Thumbnail" "Cats,Dogs" 2295 1026 42.3968 -71.0342 "Comfort" 1 2 "High" 9
"RentDigs.com" 10 2 2 "Thumbnail" "Cats,Dogs" 895 1100 36.2548 -115.5263 "Comfort" 1 2 "Low" 9
"RentDigs.com" 10 2 2 "Thumbnail" "Cats,Dogs" 895 1100 36.2548 -115.5263 "Comfort" 1 2 "Low" 9
"RentDigs.com" 10 1 2 "Yes" "Cats,Dogs" 1745 837 47.5892 -122.0343 "Comfort" 2 2 "High" 9
"RentDigs.com" 4 1 1 "Thumbnail" "None" 965 703 32.7767 -97.0816 "Basic" 1 0 "Medium" 9
"RentDigs.com" 8 1 1 "Thumbnail" "Cats,Dogs" 1267 580 39.7136 -105.0655 "Comfort" 1 2 "Medium" 9
"RentDigs.com" 5 1 1 "Thumbnail" "Cats,Dogs" 895 500 39.3136 -76.6154 "Basic" 1 2 "Low" 9
